MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:109322	Kcnk1	potassium channel, subfamily K, member 1	8		potassium ion leak channel activity			ISO	RGD:621447 	J:155856 	
MGI:109322	Kcnk1	potassium channel, subfamily K, member 1	8		potassium ion leak channel activity			ISO	O00180 	J:164563 	
MGI:109322	Kcnk1	potassium channel, subfamily K, member 1	8		sodium channel activity			ISO	O00180 	J:164563 	
MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1		outward rectifier potassium channel activity			IBA	PTN002591589 	J:265628 	
MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1		outward rectifier potassium channel activity			ISO	RGD:621448 	J:155856 	
MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1		potassium channel activity			IEA	IPR003280 IPR003976 	J:72247 	
MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1		potassium ion leak channel activity			ISO	RGD:621448 	J:155856 	
MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1		voltage-gated potassium channel activity			IDA		J:72776 	
MGI:1100509	Kcnk3	potassium channel, subfamily K, member 3	5		ion channel activity			ISO	O14649 	J:164563 	
MGI:1100509	Kcnk3	potassium channel, subfamily K, member 3	5		open rectifier potassium channel activity			ISO	RGD:61997 	J:155856 	
MGI:1100509	Kcnk3	potassium channel, subfamily K, member 3	5		potassium channel activity			IEA	IPR003092 IPR003280 	J:72247 	
MGI:1100509	Kcnk3	potassium channel, subfamily K, member 3	5		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:1100509	Kcnk3	potassium channel, subfamily K, member 3	5		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:1100509	Kcnk3	potassium channel, subfamily K, member 3	5		potassium ion leak channel activity			ISO	O14649 	J:164563 	
MGI:1298234	Kcnk4	potassium channel, subfamily K, member 4	19		mechanosensitived potassium channel activity			ISO	RGD:621449 	J:155856 	
MGI:1298234	Kcnk4	potassium channel, subfamily K, member 4	19		mechanosensitived potassium channel activity			ISO	Q9NYG8 	J:164563 	
MGI:1298234	Kcnk4	potassium channel, subfamily K, member 4	19		potassium channel activity			ISO	RGD:621449 	J:155856 	
MGI:1298234	Kcnk4	potassium channel, subfamily K, member 4	19		potassium channel activity			ISO	Q9NYG8 	J:164563 	
MGI:1298234	Kcnk4	potassium channel, subfamily K, member 4	19		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:1298234	Kcnk4	potassium channel, subfamily K, member 4	19		temperature-gated cation channel activity			ISO	RGD:621449 	J:155856 	
MGI:1336175	Kcnk5	potassium channel, subfamily K, member 5	14		potassium channel activity			IDA		J:177439 	
MGI:1336175	Kcnk5	potassium channel, subfamily K, member 5	14		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:1336175	Kcnk5	potassium channel, subfamily K, member 5	14		voltage-gated potassium channel activity			IDA		J:163889 	
MGI:1891291	Kcnk6	potassium inwardly-rectifying channel, subfamily K, member 6	7		potassium channel activity			ISO	RGD:621450 	J:155856 	
MGI:1891291	Kcnk6	potassium inwardly-rectifying channel, subfamily K, member 6	7		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:1341841	Kcnk7	potassium channel, subfamily K, member 7	19		potassium channel activity			ISS		J:63233 	
MGI:1341841	Kcnk7	potassium channel, subfamily K, member 7	19		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:3521816	Kcnk9	potassium channel, subfamily K, member 9	15		potassium channel activity			ISO	Q9NPC2 	J:73065 	
MGI:3521816	Kcnk9	potassium channel, subfamily K, member 9	15		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:3521816	Kcnk9	potassium channel, subfamily K, member 9	15		voltage-gated potassium channel activity			IDA		J:163889 	
MGI:1919508	Kcnk10	potassium channel, subfamily K, member 10	12		potassium channel activity			ISO	RGD:619732 	J:155856 	
MGI:1919508	Kcnk10	potassium channel, subfamily K, member 10	12		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:2684043	Kcnk12	potassium channel, subfamily K, member 12	17		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:2384976	Kcnk13	potassium channel, subfamily K, member 13	12		potassium channel activity			IEA	IPR003280 IPR005410 	J:72247 	
MGI:2384976	Kcnk13	potassium channel, subfamily K, member 13	12		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:2384976	Kcnk13	potassium channel, subfamily K, member 13	12		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:2675209	Kcnk15	potassium channel, subfamily K, member 15	2	NOT	potassium channel activity			ISO	NM_022358 	J:73065 	
MGI:2675209	Kcnk15	potassium channel, subfamily K, member 15	2		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:1921821	Kcnk16	potassium channel, subfamily K, member 16	14		potassium channel activity			ISO	Q96T55 	J:73065 	
MGI:1921821	Kcnk16	potassium channel, subfamily K, member 16	14		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:2685627	Kcnk18	potassium channel, subfamily K, member 18	19		calcium-activated potassium channel activity			IDA		J:90661 J:166001 	
MGI:2685627	Kcnk18	potassium channel, subfamily K, member 18	19		outward rectifier potassium channel activity			ISO	Q7Z418 	J:164563 	
MGI:2685627	Kcnk18	potassium channel, subfamily K, member 18	19		potassium channel activity			IEA	IPR003092 IPR003280 	J:72247 	
MGI:2685627	Kcnk18	potassium channel, subfamily K, member 18	19		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:2685627	Kcnk18	potassium channel, subfamily K, member 18	19		potassium ion leak channel activity			IBA	PTN000108561 	J:265628 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		calcium-activated potassium channel activity		PR:Q08460-1	IDA		J:102457 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		calcium-activated potassium channel activity		PR:Q08460-4	IDA		J:102457 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		calcium-activated potassium channel activity			IDA		J:13395 J:57916 J:104394 J:118875 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		calcium-activated potassium channel activity			IGI	MGI:1334203 MGI:1913272 	J:82065 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		calcium-activated potassium channel activity	happens in detrusor muscle of bladder,happens in smooth muscle cell		IMP	MGI:3053849 	J:92539 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		calcium-activated potassium channel activity			ISO	RGD:620715 	J:155856 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		calcium-activated potassium channel activity			ISO	Q12791 	J:164563 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		large conductance calcium-activated potassium channel activity			IBA	PTN002224803 	J:265628 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		large conductance calcium-activated potassium channel activity	happens in parotid gland,happens in acinar cell		IDA		J:82065 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		large conductance calcium-activated potassium channel activity	happens in parotid gland,happens in acinar cell		IMP	MGI:3053849 	J:116922 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		large conductance calcium-activated potassium channel activity			IMP		J:207964 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		large conductance calcium-activated potassium channel activity			ISO	RGD:620715 	J:155856 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		large conductance calcium-activated potassium channel activity			ISO	Q12791 	J:164563 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		ligand-gated ion channel activity involved in regulation of presynaptic membrane potential			ISO	RGD:620715 	J:155856 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		potassium channel activity	happens in parotid gland,happens in acinar cell		IGI	MGI:1277957 	J:116922 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		potassium channel activity	happens in organ of Corti,happens in cochlear inner hair cell		IMP	MGI:3053849 	J:117811 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		voltage-gated potassium channel activity		PR:Q08460-1	IDA		J:102457 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		voltage-gated potassium channel activity		PR:Q08460-4	IDA		J:102457 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		voltage-gated potassium channel activity			IDA		J:13395 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		voltage-gated potassium channel activity	happens in detrusor muscle of bladder,happens in smooth muscle cell		IMP	MGI:3053849 	J:92539 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		voltage-gated potassium channel activity			ISO	Q12791 	J:164563 	
MGI:1334203	Kcnmb1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	11		calcium-activated potassium channel activity			IBA	PTN000813633 	J:265628 	
MGI:1334203	Kcnmb1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	11		calcium-activated potassium channel activity			IGI	MGI:99923 	J:82065 	
MGI:1919663	Kcnmb2	potassium large conductance calcium-activated channel, subfamily M, beta member 2	3		calcium-activated potassium channel activity			IBA	PTN000813633 	J:265628 	
MGI:1919663	Kcnmb2	potassium large conductance calcium-activated channel, subfamily M, beta member 2	3		calcium-activated potassium channel activity			ISO	Q9Y691 	J:164563 	
MGI:1919663	Kcnmb2	potassium large conductance calcium-activated channel, subfamily M, beta member 2	3		potassium channel activity			ISO	RGD:631398 	J:155856 	
MGI:3612244	Kcnmb3	potassium large conductance calcium-activated channel, subfamily M, beta member 3	3		calcium-activated potassium channel activity			IBA	PTN000813633 	J:265628 	
MGI:3612244	Kcnmb3	potassium large conductance calcium-activated channel, subfamily M, beta member 3	3		calcium-activated potassium channel activity			ISO	Q9NPA1 	J:164563 	
MGI:1913272	Kcnmb4	potassium large conductance calcium-activated channel, subfamily M, beta member 4	10		calcium-activated potassium channel activity			IBA	PTN000813633 	J:265628 	
MGI:1913272	Kcnmb4	potassium large conductance calcium-activated channel, subfamily M, beta member 4	10		calcium-activated potassium channel activity			IGI	MGI:99923 	J:82065 	
MGI:1913272	Kcnmb4	potassium large conductance calcium-activated channel, subfamily M, beta member 4	10		calcium-activated potassium channel activity			ISO	Q86W47 	J:164563 	
MGI:1913272	Kcnmb4	potassium large conductance calcium-activated channel, subfamily M, beta member 4	10		potassium channel activity			ISS		J:65054 	
MGI:1933993	Kcnn1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	8		calcium-activated potassium channel activity			IEA	IPR004178 IPR036122 	J:72247 	
MGI:1933993	Kcnn1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	8		inward rectifier potassium channel activity			ISO	Q92952 	J:164563 	
MGI:1933993	Kcnn1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	8		small conductance calcium-activated potassium channel activity			IBA	PTN000016262 	J:265628 	
MGI:1933993	Kcnn1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	8		small conductance calcium-activated potassium channel activity			ISO	AF000973 	J:68341 	
MGI:1933993	Kcnn1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	8		small conductance calcium-activated potassium channel activity			ISO	RGD:2962 	J:155856 	
MGI:1933993	Kcnn1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	8		small conductance calcium-activated potassium channel activity			ISO	Q92952 	J:164563 	
MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	18		calcium-activated potassium channel activity			ISO	Q9H2S1 	J:164563 	
MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	18		inward rectifier potassium channel activity			ISO	Q9H2S1 	J:164563 	
MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	18	NOT	ion channel activity		PR:B4YDY0	IDA		J:139979 	
MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	18		ion channel activity		PR:P58390-1	IDA		J:139979 	
MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	18		small conductance calcium-activated potassium channel activity			IBA	PTN000016262 	J:265628 	
MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	18		small conductance calcium-activated potassium channel activity	happens in regular atrial cardiac myocyte,is a part of membrane repolarization during atrial cardiac muscle cell action potential		IMP		J:176552 	
MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	18		small conductance calcium-activated potassium channel activity			IMP		J:153742 	
MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	18		small conductance calcium-activated potassium channel activity			ISO	AF239613 	J:72099 	
MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	18		small conductance calcium-activated potassium channel activity			ISO	RGD:2963 	J:155856 	
MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	18		small conductance calcium-activated potassium channel activity			ISO	Q9H2S1 	J:164563 	
MGI:2153183	Kcnn3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	3		calcium-activated potassium channel activity			IEA	IPR004178 IPR036122 	J:72247 	
